semi_major_axis_km,eccentricity,inclination_deg,orbital_period_min,apogee_km,perigee_km,right_ascension_deg,argument_perigee_deg,debris_size_cm,debris_mass_kg,radar_cross_section_m2,debris_age_years,material_density_kgm3,relative_velocity_kms,miss_distance_km,closest_approach_time_hr,relative_angular_momentum,collision_prob_raw,sat_altitude_km,sat_velocity_kms,sat_mass_kg,sat_orbital_energy_j,sat_antenna_gain_db,sat_power_w,solar_flux_index,geomagnetic_index,atmospheric_drag_coeff,space_weather_index,ionospheric_delay_ms,range_error_m,velocity_error_ms,azimuth_deg,elevation_deg,sensor_noise_db,tracking_accuracy_m,orbital_energy_j,relative_inclination_deg,debris_kinetic_energy_j,sat_maneuverability_score,collision_time_window_min,risk_level
-0.05389695456848784,-0.11068827885549827,-0.12798640847723372,0.3079523768598646,0.27908909675807175,0.28303250575023287,0.03954665901725614,,-0.11064083475636029,-0.030350509099721285,-0.11452448548892247,-0.030606596737822435,-0.1381403133760231,,1.0300504938742396,-0.09749678771649956,-0.1345573115445199,1.2373588489881828,0.1789798789738137,-0.03321162015450322,-0.09366793218844395,0.2181616311119542,0.04862166309038519,0.2262270826167804,-0.10455880566914902,0.08462226059296933,0.20008838855061728,-0.03862716000080585,0.09625547585262709,0.013478183180687213,-0.10943722921133606,0.2153616895183337,-0.030413022737962665,0.040450298849492944,-0.10149287031070083,-0.08768103100933568,1.141031884441248,-0.05728194084154032,-0.11690780516294294,-0.10737062716298588,0
-0.06362802521044884,-0.13705426739813617,-0.14834446867957313,0.29383818887245716,0.276311646857929,-2.461096850229521,-0.10318326888666668,-0.12400538658733355,-0.14867016716221357,-0.10323517617815804,-0.1460793208060275,-0.12550364074002598,-0.14178556054179825,-0.17079562970264273,-0.7008753470195836,-0.13833045180523384,-0.14747258505484714,-0.2878466740544112,-0.07462748075274335,-0.05807431489468772,-0.119718907191628,-0.058299542763267515,-0.0508899985843945,-0.06522352007069193,-0.12548074656728367,-0.04574881681486011,-0.10191779752013894,-0.11342421066282625,-0.15938913025431983,-0.08130101156929119,-0.13392197307540266,-0.08182987955152266,-0.1563351068895737,3.901761530531379,-0.12513830139820278,-0.11191395060831946,0.2953926762206546,-0.1340880088157558,-0.14168016086591093,-0.1433653140847857,2
4.024055706943857,-0.13694749306119988,-0.1507595102251887,0.28717307069998776,0.26415243735384064,0.250768910194546,-0.15876174504467877,-0.13735732914263038,-0.16720717315376904,-0.12475116135648937,-0.1556104168511361,,-0.13519249296696534,-0.18669825997688735,1.0134249802003885,-0.15922851128425566,-0.1375300028384047,0.07604988532751883,-0.1622975211661091,-0.0675000897282799,-0.12101666837820116,-0.19982060087477307,,-0.19513892101974242,-0.12740054124236425,,-0.23165614368689855,-0.14559875332263997,-0.21412599204092822,-0.11693391274279774,-0.14710776458732883,-0.18526577268747466,,-0.17467747283534682,,-0.08244427764378523,0.00426758959103009,-0.16604144830678322,-0.14485351985536377,-0.15803484788739217,0
-0.06664142777500727,-0.13196923423137746,-0.15601897905023393,0.28950627790482614,0.25038953119657986,0.24926902968285916,4.876424635266557,-0.12759850760953328,-0.1488273955005761,-0.12590096559824396,-0.13409499907508118,-0.13647943811573962,-0.13695275908807275,,-0.7008934514437426,-0.1521407598792392,,-3.126512291852455,-0.11651323404739132,-0.06405952170955233,-0.09340277706344097,-0.15586813187190077,-0.04920405796886675,-0.07717133127010133,-0.12508909355388478,-0.11493473318422456,-0.17572200468658322,-0.12494505438057862,-0.1390844040143382,-0.1355006118187692,-0.16150328175133494,-0.029672250421863687,-0.1855380445174817,-0.12438777320210193,-0.11604992798092813,-0.0711675881004363,0.46741909717968594,-0.1466257953117141,-0.14538292572958203,-0.15859228798127048,0
-0.07775205569768927,-0.19691107895084473,-0.21119788549315635,0.2733254900377485,0.26217377425541527,0.2708143632426672,-0.2330093764920897,4.571233395395801,-0.20058433705301554,-0.19855827418611166,-0.1830908480505583,-0.22901254270200952,-0.19988888485667908,-0.2545779179196515,,-0.20760078918089225,-0.16691210094313277,-0.14102189152906128,-0.352060746223853,3.041266256895649,-0.14669501618975647,-0.4268658161393922,4.580735143891837,-0.40798449437444684,2.7423841478940463,-0.3200625774284756,-0.4384957269351838,-0.20347622616812822,-0.4063383157232557,-0.29042512260666764,-0.22248828428815573,-0.4316269700722672,-0.35678009564934166,-0.2857217812980982,-0.19929249948868905,-0.25590380289212294,,3.9451646446673716,-0.1908567557480951,-0.2195105125064971,0
-0.06140586319541465,5.030171640802205,-0.10729917407834476,0.2970982609221889,0.27408829420845066,,-0.10957468955652248,-0.09779779517954108,3.081282834867674,-0.09231429184431106,-0.11637682691715874,-0.12352042046249369,-0.0962189990868509,-0.10400432754668448,-0.700846441274417,4.158270008025993,-0.10409777062743675,0.1264722127335045,-0.11701673231186521,-0.05277240650065801,-0.07608602703869358,-0.09759800326517953,0.01665547380210209,-0.07100207050990957,-0.09578509822413664,-0.06250001760374921,,-0.10883049053093174,-0.06142879526726697,-0.08284320530522307,-0.10395875774196466,-0.08900651248114029,-0.1440616526254083,-0.12228284458298182,-0.08208220087877313,-0.02873545667022193,0.2109480075281701,4.755016549436796,-0.10617920839518837,-0.11998521883279172,2
-0.061887134602866864,-0.0729882346835697,-0.11524454792177606,0.2963336810023616,0.2674104775192527,0.28540547947956707,-0.08558105480738785,-0.10096864785722869,-0.11988581807498172,-0.10369105748223718,-0.11479874467467949,-0.12031425221142522,-0.10321547521798542,-0.05059484036096127,-0.7008558780502765,-0.1124034532291642,-0.10956417093430511,0.32992740342564536,-0.09087486194220783,-0.04826691362367526,-0.06979686010507366,-0.04880262999568985,0.017137989049575777,0.016819823913108066,-0.10194995756261374,-0.07318171496659699,4.004369290917878,-0.11166714069057776,0.06785099000201777,-0.10424231752943638,-0.11595195611992014,0.004541988002864083,-0.16531612492198722,-0.10383088402251549,-0.0912457915127106,-0.031560049267983885,0.522201922620738,-0.09041482667706957,-0.1128976842630534,-0.12987073502537957,2
0.00033410325382315275,0.33278451415735955,0.2738613480538248,0.3871815769717428,0.36529455276658224,0.33946119906318867,0.3591356464400577,0.29401986590579554,0.23138642211476151,0.323674709770529,0.2461274015444907,0.2981031991388174,0.24056519108974103,4.195649908245091,-0.7005577269354791,0.25351086556297536,0.2720566214426531,0.0056664282046345075,0.36986316773226274,0.03049855188672361,0.31882743529270424,0.4172465159747575,0.5623833853168353,0.5368937029282247,0.19641784456959885,0.3829740598109649,0.21614246461850434,0.2913714048474027,0.507692559265932,,0.26566102000435204,0.4194493388014281,0.5137723486285892,0.34790515834270247,0.3257295991817997,0.4724915237783463,1.3856425432071038,0.32154118792408276,0.26189801834822957,0.24745715454520936,2
-0.051723274935128113,-0.05225151351484564,-0.099167379894286,0.3111656806870916,0.2866878479224957,0.28637384272491745,0.17841946757061075,-0.02166721028265117,,0.042882579934778245,-0.07345122124975834,0.04017228587565242,-0.09664891718607674,0.14210742739711632,-0.7008616213466671,-0.09961830990207471,3.2700476868839057,0.7393907389875082,,,-0.02270927687667433,0.253067316606846,0.33273654684659015,3.886738768787078,-0.061229816871727315,0.0827096882326886,0.38560955589950163,0.001996693154859164,0.5395975282937825,0.10155194187879228,-0.10993120271809377,0.539979908553715,0.11530341451921594,0.1514976079966796,,3.8941392071884797,2.0495044280597075,-0.01566136890279425,-0.07819495908461578,-0.09550088165706028,0
-0.07612563287944925,-0.22509331032713906,-0.22491163568494038,0.27566755013274113,0.2418543328107785,0.2492907516133242,-0.2069137978536311,-0.19669524082424314,-0.19901157367212444,-0.19765054856052727,-0.18900417936174163,-0.2125912789123911,-0.21544335496592723,-0.2867510801419864,0.9652936440495735,-0.20549629475906436,-0.1916894038082887,0.23870233449379155,-0.317452055029996,-0.1017182103936398,-0.16417933913343938,-0.3521087671204529,-0.3827159346100406,-0.3584104414067472,-0.2071912997990005,-0.26553550217437755,-0.3949571766017875,-0.1884107215082474,-0.4804947261684449,-0.2579305501540471,-0.21670628504444156,3.208274043388254,-0.34932120936710986,-0.25690792115979005,-0.21713443406987595,-0.3052190162096921,-0.5883790984620695,-0.24875423283758558,-0.20436245806277575,-0.2182370707112217,0
-0.09509959186990091,-0.2942283554013041,-0.31241518571848226,0.2481567779455146,0.23687894969437434,,-0.33814674859453436,4.796068177603299,4.391989621868246,-0.29779688061693194,-0.3142152665277923,-0.33931553168039597,-0.27722222833229676,-0.33706636124125505,-0.7010058596692018,-0.31754181720598307,-0.29835296208251716,-0.06035421900054988,-0.29987963324858385,-0.09258005921803843,-0.28670456209811235,-0.3507755459106465,-0.20125073674256724,-0.3575584942797296,-0.24876544898566905,-0.29953466350070945,-0.24407188191711457,-0.321712023862243,-0.2389420231952298,-0.2984895025650011,-0.30995872625316395,-0.2845171242317457,-0.4619959464024938,-0.351996433120994,-0.2940926742813198,-0.25640271181840163,-0.1696753365454751,-0.3280611165842959,-0.3016050879895298,-0.32130546737978627,0
-0.057975782466122915,5.032672554352715,-0.10878587123929144,0.3020365336160658,0.28288106097445315,0.27201986888758234,-0.010033400726907494,-0.07246239583094295,-0.13486657147597472,-0.01869471750926571,-0.12270509337027038,-0.05940771711098907,-0.106550527720851,-0.06119563037248055,1.0417590950427054,4.751902997398476,-0.10197655463237507,-3.12502920380602,0.1608276492929656,-0.035162789787316164,-0.08716443561030897,0.0819161383206631,0.1933710138115129,0.09815934549432201,-0.083453857853344,0.03770967706132941,0.12050495709819914,4.521188834620156,0.17688990870023527,0.03907809325249628,-0.10349392889893828,0.1435364793323386,-0.00232115452325269,-0.010461066596257593,-0.06897749154848876,0.03199882676050612,0.9195173189006691,-0.07845463121008754,-0.10078344332759619,-0.11092293418649626,1
-0.031241296854611394,0.10269755398830857,0.09451982571554142,0.3410019227567328,0.3046506387062682,0.30874955728792736,0.034288484625625386,0.0980030679592254,0.07404302122338859,0.09293173140004961,0.09649623761433714,4.492101474162638,0.08429824333624243,0.0037346576138561458,-0.7006830936374417,0.07684805740636375,0.1250548800531894,0.10119367882629407,-0.1874692248798268,-0.055353893941379184,0.15001000857923777,-0.21165067214417943,-0.0027168880766371938,-0.17703312512045472,0.0375228149015268,,-0.4866305355886851,0.08907088227634939,-0.39031914691407305,0.04538526525192866,0.09060905461699342,-0.3118373643675615,0.11090076696128494,-0.013339294194054344,0.12767635125221205,0.1182742384112181,-0.5999828096769718,0.03846245174215421,0.09561332701724504,0.07761545352400374,2
2.8677869279029164,-0.20420627400870386,-0.23009095729963852,,0.2510307451833655,0.2518502307534154,-0.20779435137198476,-0.20632043672654607,-0.2171388369959625,-0.2090729314566889,-0.2094486031506771,-0.22735060497688953,-0.21775354775843767,-0.21855667099836001,0.9518679275470601,-0.21743682467618122,-0.20604238864351307,0.02206820774425684,-0.23870284558405677,-0.08364630125490868,-0.17633145151783078,-0.25277956034431576,-0.25101551674306816,-0.22678318158479963,-0.20400094596108423,-0.252062179179516,-0.21249035076177883,-0.21264623448393694,-0.19377618064168883,-0.26132106555348633,-0.2349361692327832,-0.22971092551470904,-0.35178535742025874,-0.24057694342337782,-0.21867224963866497,-0.24020972673033858,-0.0628111056398598,-0.22740294265982788,-0.2143318754877857,-0.23506428507684138,0
-0.06453556315947148,-0.11823533943979352,-0.1425304658577428,-3.4611674442709095,0.2719894261953613,0.26736803944386156,-0.025632374398809783,-0.09676811228401437,-0.14456666077046987,-0.07536225643866956,-0.11361150941297304,-0.09228521830676154,-0.12211542851917873,-0.0475657189756255,-0.7008911302631425,-0.15374288122691374,-0.0854539705306966,0.25001161010971046,0.009898338739259825,,-0.06457104187590544,-0.16048223777336318,0.06145945393683625,3.6749239419946242,-0.10604381308441603,-0.10690435905057383,4.595620770573339,-0.09319158040754354,-0.04039358558317233,-0.0761387391650649,-0.15933174040324125,0.07198800097755485,-0.0894962818271403,-0.06780583031588916,-0.08212324008526363,,0.7289181219515871,-0.13775048125817954,-0.12434707773844816,-0.14617239199921983,0
-0.05314841689679691,-0.021776724256958032,-0.08752814759546433,0.3090451127248748,0.2907186444523998,-2.4144426546299727,0.0785594370683971,-0.046951321908799776,-0.07150341190563449,-0.04416888032998532,-0.06465626551239703,-0.026465235669933886,3.4426924631850895,0.13423001719890174,1.043570137715053,-0.07124763896197829,-0.07196268149516342,0.9946080712951657,0.15128587920489717,-0.019865916964783417,-0.009866827695746877,0.1941292739303954,0.18828442811108073,0.36406549329472226,-0.0630673938572222,0.035577377954021785,3.7288071365174695,-0.039998272689246044,0.42613245420064544,-0.03011166270222872,-0.0984306528744786,0.4200561452887379,-0.046642821082718805,3.8428015674115925,3.5326042947894067,0.07466122787804709,1.7232199698975654,-0.0013772908220481023,-0.08198011084410634,-0.09628344612524299,0
-0.07966840085148441,-0.223549438989916,-0.23020971906989016,0.27050894483859517,0.23212846908909782,0.23641715819638826,-0.2513134622701467,-0.2108956512301445,-0.20792072894211083,-0.22588403164627274,-0.1945780654590857,-0.24582264372371565,-0.21562362411461763,-0.29094816631763915,0.9604263124859812,-0.21738300584665185,-0.18979570370549326,0.568289041834166,4.47889744606828,-0.10956605483858958,-0.16326639611213076,-0.4504681620655801,-0.42415970073466874,3.2655538029109494,-0.21596019259088464,-0.33257604480593955,-0.4822745263564472,-0.21638417337758928,-0.5076954515517428,-0.31137249441508674,-0.23028313218690782,-0.4913669396816175,-0.4042666441241676,-0.3093521097451282,-0.2244029917577253,-0.3100180255783829,-0.8242259812863206,-0.26907372276977676,-0.21004950879003662,-0.23305664448211766,0
4.2289487327517765,-0.077686528474147,-0.1141970497416368,,0.27377300491085493,0.2775430223591292,-0.022624028798162117,-0.0830976938843354,-0.1124061029075427,,-0.10240346805232468,-0.08038888238265587,-0.10381761544752753,-0.02403760175425219,1.0327517953703989,-0.10871166757019464,-0.09765170288868087,0.2788548211392145,0.014994536107479493,-0.043686958434940915,-0.058946943901912616,,0.06788857883659512,0.09230665797958379,-0.09241933881851308,-0.02979794266917349,0.013287133352651703,-0.0794167180323301,0.09195173516369448,-0.059596483167811465,-0.11657009189283643,4.589752322994549,-0.09818270723375039,-0.042737357422481845,-0.07692174961471679,-0.006374603210981644,0.8301726441440929,-0.07817114017864157,-0.10693599418007786,-0.1193489629057479,0
-0.07570353577450807,-0.1917710627765895,,0.27636015498643957,0.2619047519626949,0.2466399403072329,-0.23516724810252618,-0.17396838017579586,-0.20713860432730144,-0.16152850568815835,3.501792743858867,-0.21541684936093494,-0.16261542660936248,-0.2905169436965996,0.9861736661998408,-0.20636852740538103,-0.15054314247049674,-0.4271564520587766,-0.29073939287856404,-0.09274478706832998,-0.15158669777596692,-0.42040480157036686,-0.15271952361744986,-0.4337120159327108,-0.1557926497329386,-0.21314707924154946,-0.48158219036445055,-0.18631951548759124,-0.497349597892893,-0.17640717330214226,-0.1882789876753864,3.7772833529893597,-0.25004128099251816,-0.2641073129672411,-0.15021412766458359,-0.13186888439972622,-0.5900110916293011,-0.24624790389803497,-0.17422047000473065,-0.19194544348107104,1
-0.08517239672446096,-0.24953836250036307,-0.2598230137207238,0.2625757672519303,0.24163563183997783,0.2442751615870192,-0.2897539002055308,-0.2409524177251633,-0.24318502263283787,-0.25428254151051394,-0.2285221097823697,-0.28097954100717537,-0.24326483744265465,-0.3175028908465884,-0.7009604109448158,-0.25124382763841163,-0.2175759384045682,-3.1292846166953616,-0.4141830128039428,-0.11113900981349793,-0.1972938125841393,-0.47601445832255046,-0.4219962518988492,-0.4689134410298899,-0.23697293418199328,-0.3680084988517692,-0.47525500007392224,-0.25222684268885603,-0.48749492911176323,-0.34758872230223015,-0.2685634999202105,-0.48316468953901975,,-0.3406041230678184,-0.2518335716157164,-0.32361609157833,-0.775882894166797,-0.2990881279759454,-0.23867519027406336,-0.2648232443498586,0
-0.07076034415226856,-0.1362617075454158,-0.17171999876256172,0.2834666619912932,0.2646051421333846,0.2580458695327813,,-0.15879682302474293,-0.15831484859556916,-0.17855006921639166,-0.15407201418531707,-0.19158106690032914,-0.16350498416197923,-0.15511919554986237,-0.7008948774913368,-0.1575739047454986,-0.15442099892651728,0.7806631353725804,3.6311675557418575,-0.07584230403141351,-0.11422978146979454,-0.22632783086765426,-0.2381695075439835,-0.18352983393187874,-0.16574270603995775,-0.22128952926457376,-0.23292691323885964,-0.17133383742004066,-0.16891192450059883,-0.24636826987191568,-0.17856797232874325,-0.23409429430296821,4.550905408775954,-0.2139598383594569,-0.16514803443653606,-0.19195175295953434,-0.13181457910028785,-0.16797705663979076,-0.1617869783502065,-0.18402891594273252,0
-0.06699456522482741,-0.12241102587757297,3.8886392478895533,0.28895321812313896,0.2699800842391151,0.2571334959540288,3.1826901853617096,-0.1378364868855279,-0.13557140119479216,-0.15477071942684323,-0.13179310728916918,-0.1803170626694238,-0.1470503094067188,-0.20271134679172326,-0.7008652313745362,-0.13222585174367305,-0.12944467663746104,,-0.34097371098980805,-0.08465800927320152,-0.09633417951016914,-0.29218457685296595,-0.3211226551515348,-0.29778334024679487,-0.15947460359797877,-0.2331493490487528,-0.3577382746924991,-0.15110652189455492,-0.3298907215439428,-0.2432481847069459,-0.14795717532575167,,-0.3015596536061058,-0.2348358411586144,-0.14940260620199267,-0.22579779621602414,-0.6693109749665282,-0.1660571124321215,-0.13440975120219023,-0.15664020873643827,1
-0.07410467536052398,-0.16115082114006868,-0.18113106851480237,0.27865927863886936,0.24443442296467244,0.23996603075652057,-0.220532525913581,-0.1710216104514624,-0.1861973456196544,-0.17268483854643304,-0.17470636162464626,-0.21232236113084604,-0.1692872652191038,-0.2240691680073274,0.9962670961865276,-0.183546867767011,-0.15800544014278936,0.45860735830724303,-0.29418411886810764,3.884369946945557,-0.13798677736617881,-0.3264267159095063,-0.22850656073115239,-0.32366105633236614,,-0.24236449938870613,-0.3305748274347706,-0.1891643678579744,-0.2733017945284711,-0.22614470707445072,-0.184268068269786,-0.3579813857967377,-0.30682385135125123,4.44094314404085,-0.17048848512901785,-0.18800695934572614,-0.492822597429049,-0.20933083939730063,-0.16926988214528765,-0.19450134932294602,0
-0.0778081856756374,-0.1795635150823575,-0.20034753598368896,0.2732918847524306,0.2545739235905524,0.2550629276556555,-0.28358434896434265,-0.1986162702569207,-0.19864488379845743,-0.2117858858115447,-0.19276551548327617,-0.25414610818867717,-0.19327676784561135,-0.2786832228372499,-0.700904680696611,-0.19548979249323362,-0.1821032179503593,0.5925065090523153,-0.412023891300199,-0.09800623051924404,-0.15909881140469806,-0.4008652112942974,-0.3715630657407016,-0.4247747234106081,-0.20130262792573417,3.5386691408831457,-0.41024734757960635,-0.22277580774275987,-0.360763309039983,-0.304395802299652,-0.20371677534228247,3.4584568619096148,,3.679814221735992,-0.20769532263592375,-0.2778829539972521,-0.9094626494381222,-0.23792706069432049,-0.18765215879860253,3.4064018141488686,0
-0.07322697435563634,-0.16710044322146975,-0.1918501180585794,0.2798883648950315,0.2629878714262524,0.26872568348791176,-0.16513756380903902,-0.17256358651497955,-0.16653243841324605,-0.19550869616740607,-0.15621949331837673,,-0.1679783111361585,-0.15794326370622847,0.9832461102687584,-0.1769065646327764,3.5178225591574326,-0.06402830240422706,-0.2966377517537979,-0.08582093005904909,-0.11558053382557082,-0.2876338156474607,-0.2483342362565416,-0.20906262043430016,-0.16845595861233262,-0.22830101972985598,-0.2987325447608693,-0.17559299556437052,-0.25901436261744326,-0.2384688858959528,-0.18849524391816205,-0.23195727442976255,-0.3326915108668657,-0.21861129368260368,-0.1730942777658018,-0.18968042425634773,-0.08851042353291441,,-0.17945131375515486,-0.19833365115824578,0
